"Date","Price","Open","High","Low","Vol.","Change %"
"08/04/2025","2.0570","2.0784","2.1042","2.0124","68.94K","-0.62%"
"07/04/2025","2.0699","2.0701","2.1441","2.0075","74.89K","-0.58%"
"04/04/2025","2.0819","2.1805","2.1855","2.0395","80.26K","-4.89%"
"03/04/2025","2.1889","2.2795","2.2800","2.1595","86.08K","-5.73%"
"02/04/2025","2.3220","2.2914","2.3375","2.2803","76.19K","1.45%"
"01/04/2025","2.2889","2.2801","2.2985","2.2719","57.66K","-1.08%"
"31/03/2025","2.3140","2.2745","2.3246","2.2560","4.78K","2.35%"
"28/03/2025","2.2609","2.2829","2.2900","2.2541","15.86K","-1.04%"
"27/03/2025","2.2847","2.2955","2.2955","2.2680","21.98K","-0.17%"
"26/03/2025","2.2887","2.2857","2.3090","2.2819","22.73K","0.12%"
"25/03/2025","2.2859","2.2592","2.2917","2.2519","23.87K","2.99%"
"24/03/2025","2.2196","2.2144","2.2319","2.2023","67.72K","-1.33%"
"21/03/2025","2.2496","2.2599","2.2635","2.2323","27.74K","-0.21%"
"20/03/2025","2.2543","2.2376","2.2595","2.2122","30.60K","1.00%"
"19/03/2025","2.2319","2.1953","2.2379","2.1836","43.79K","1.70%"
"18/03/2025","2.1945","2.2003","2.2355","2.1767","42.31K","-0.42%"
"17/03/2025","2.2038","2.1753","2.2143","2.1727","45.58K","1.72%"
"14/03/2025","2.1666","2.1635","2.1789","2.1446","45.00K","0.20%"
"13/03/2025","2.1622","2.2078","2.2122","2.1531","60.31K","-2.00%"
"12/03/2025","2.2063","2.2090","2.2276","2.1976","67.61K","0.43%"
"11/03/2025","2.1968","2.1794","2.2205","2.1631","59.19K","0.78%"
"10/03/2025","2.1799","2.2121","2.2298","2.1767","58.91K","-1.63%"
"07/03/2025","2.2160","2.2132","2.2728","2.2028","75.01K","-0.35%"
"06/03/2025","2.2238","2.2408","2.2645","2.2068","76.20K","-0.76%"
"05/03/2025","2.2408","2.2661","2.2758","2.1934","76.20K","-2.03%"
"04/03/2025","2.2872","2.2787","2.2945","2.2461","90.98K","1.19%"
"03/03/2025","2.2604","2.3239","2.3343","2.2479","86.16K","-4.01%"
"28/02/2025","2.3549","2.3800","2.3800","2.3466","4.74K","-1.71%"
"27/02/2025","2.3959","2.3480","2.3978","2.3406","18.22K","2.20%"
"26/02/2025","2.3443","2.3886","2.3937","2.3102","25.41K","-1.92%"
"25/02/2025","2.3903","2.4555","2.4650","2.3814","26.43K","0.53%"
"24/02/2025","2.3777","2.3671","2.3958","2.3605","56.95K","-0.02%"
"21/02/2025","2.3781","2.4455","2.4515","2.3761","70.37K","-2.80%"
"20/02/2025","2.4466","2.4141","2.4592","2.4038","74.08K","1.65%"
"19/02/2025","2.4070","2.3870","2.4218","2.3804","73.13K","0.82%"
"18/02/2025","2.3874","2.3898","2.4171","2.3680","72.07K","-3.02%"
"14/02/2025","2.4618","2.4544","2.4828","2.4417","48.86K","0.53%"
"13/02/2025","2.4487","2.4465","2.4562","2.4005","60.37K","-0.13%"
"12/02/2025","2.4520","2.5144","2.5179","2.4437","71.57K","-2.49%"
"11/02/2025","2.5146","2.4546","2.5213","2.4479","72.69K","2.60%"
"10/02/2025","2.4509","2.4367","2.4714","2.4327","66.37K","0.83%"
"07/02/2025","2.4308","2.4051","2.4377","2.3987","63.67K","1.37%"
"06/02/2025","2.3980","2.3822","2.4086","2.3669","59.82K","0.58%"
"05/02/2025","2.3842","2.4369","2.4441","2.3809","63.34K","-1.88%"
"04/02/2025","2.4298","2.4250","2.4524","2.3792","74.64K","-1.35%"
"03/02/2025","2.4631","2.4665","2.5048","2.4038","116.36K","-0.86%"
"31/01/2025","2.4845","2.4991","2.5047","2.4370","5.99K","0.37%"
"30/01/2025","2.4754","2.4591","2.4999","2.4306","22.50K","0.87%"
"29/01/2025","2.4540","2.4491","2.4705","2.4260","18.30K","0.16%"
"28/01/2025","2.4501","2.4618","2.4913","2.4295","25.73K","-0.40%"
"27/01/2025","2.4600","2.5065","2.5075","2.4188","27.13K","0.49%"
"24/01/2025","2.4480","2.4202","2.4594","2.4134","83.30K","1.02%"
"23/01/2025","2.4234","2.4214","2.4499","2.3995","89.24K","-0.16%"
"22/01/2025","2.4272","2.4875","2.5067","2.4167","105.93K","-2.26%"
"21/01/2025","2.4832","2.5692","2.5896","2.4658","151.66K","-5.26%"
"17/01/2025","2.6210","2.6175","2.6430","2.5795","62.94K","0.15%"
"16/01/2025","2.6172","2.6305","2.6451","2.5850","65.16K","1.84%"
"15/01/2025","2.5699","2.5219","2.5886","2.5011","77.40K","2.85%"
"14/01/2025","2.4987","2.5101","2.5186","2.4767","71.46K","-0.37%"
"13/01/2025","2.5081","2.4775","2.5539","2.4775","83.72K","1.30%"
"10/01/2025","2.4759","2.3722","2.4897","2.3626","93.20K","5.00%"
"09/01/2025","2.3580","2.3345","2.3769","2.3226","70.78K","1.10%"
"08/01/2025","2.3323","2.3526","2.3647","2.3143","53.24K","-0.70%"
"07/01/2025","2.3487","2.3356","2.3565","2.3237","46.55K","0.57%"
"06/01/2025","2.3353","2.3365","2.3737","2.3215","51.43K","0.21%"
"03/01/2025","2.3303","2.3350","2.3475","2.3159","47.46K","-0.12%"
"02/01/2025","2.3331","2.2988","2.3502","2.2881","45.62K","0.72%"
"31/12/2024","2.3164","2.3041","2.3330","2.2892","54.43K","0.66%"
"30/12/2024","2.3012","2.2453","2.3218","2.2446","87.69K","2.28%"
"27/12/2024","2.2499","2.2112","2.2615","2.2035","59.31K","1.80%"
"26/12/2024","2.2102","2.2342","2.2531","2.2014","44.23K","-0.72%"
"24/12/2024","2.2262","2.2417","2.2538","2.2215","45.43K","-0.18%"
"23/12/2024","2.2303","2.2391","2.2656","2.2164","60.15K","-0.27%"
"20/12/2024","2.2364","2.2356","2.2455","2.2047","58.26K","-0.23%"
"19/12/2024","2.2416","2.2472","2.2742","2.2332","50.22K","-0.74%"
"18/12/2024","2.2584","2.2369","2.2797","2.2314","68.62K","1.16%"
"17/12/2024","2.2324","2.2637","2.2695","2.2119","52.13K","-1.51%"
"16/12/2024","2.2666","2.2755","2.2779","2.2547","48.92K","-0.31%"
"13/12/2024","2.2736","2.2412","2.2793","2.2382","44.18K","1.39%"
"12/12/2024","2.2424","2.2343","2.2511","2.2068","41.67K","0.58%"
"11/12/2024","2.2295","2.1883","2.2375","2.1869","48.86K","1.69%"
"10/12/2024","2.1924","2.1824","2.2097","2.1724","42.58K","0.20%"
"09/12/2024","2.1880","2.1371","2.1978","2.1357","37.02K","2.28%"
"06/12/2024","2.1392","2.1654","2.1654","2.1294","37.96K","-1.05%"
"05/12/2024","2.1620","2.1734","2.1942","2.1514","33.14K","-0.55%"
"04/12/2024","2.1739","2.2158","2.2366","2.1711","50.43K","-2.07%"
"03/12/2024","2.2199","2.1772","2.2328","2.1739","31.28K","1.92%"
"02/12/2024","2.1781","2.2010","2.2256","2.1731","40.67K","-0.65%"
"29/11/2024","2.1924","2.2104","2.2496","2.1898","58.75K","-0.86%"
"27/11/2024","2.2114","2.2496","2.2574","2.1990","78.91K","-1.61%"
"26/11/2024","2.2477","2.2518","2.2977","2.2271","86.36K","0.16%"
"25/11/2024","2.2441","2.2924","2.2934","2.2242","91.27K","-1.77%"
"22/11/2024","2.2845","2.2808","2.3033","2.2564","71.32K","0.03%"
"21/11/2024","2.2839","2.2416","2.2876","2.2363","68.89K","2.12%"
"20/11/2024","2.2365","2.2482","2.2603","2.2321","62.39K","-0.68%"
"19/11/2024","2.2517","2.2661","2.2859","2.2451","67.83K","-0.46%"
"18/11/2024","2.2621","2.1805","2.2701","2.1765","61.38K","3.68%"
"15/11/2024","2.1818","2.2192","2.2287","2.1799","44.40K","-1.81%"
"14/11/2024","2.2220","2.2242","2.2552","2.2097","46.98K","-0.31%"
"13/11/2024","2.2288","2.2128","2.2457","2.1827","51.10K","0.42%"
"12/11/2024","2.2194","2.2047","2.2440","2.1979","46.19K","0.56%"
"11/11/2024","2.2070","2.2450","2.2580","2.1993","36.46K","-1.91%"
"08/11/2024","2.2500","2.2905","2.2925","2.2366","33.45K","-2.02%"
"07/11/2024","2.2964","2.2778","2.3069","2.2480","51.35K","0.66%"
"06/11/2024","2.2813","2.3048","2.3212","2.2511","42.78K","-1.37%"
"05/11/2024","2.3131","2.2890","2.3305","2.2868","26.52K","0.90%"
"04/11/2024","2.2924","2.2589","2.3068","2.2589","25.86K","2.23%"
"01/11/2024","2.2424","2.2680","2.2962","2.2342","35.22K","0.34%"
"31/10/2024","2.2347","2.2160","2.2725","2.1995","74.63K","1.65%"
"30/10/2024","2.1985","2.1503","2.2170","2.1483","63.93K","2.56%"
"29/10/2024","2.1436","2.1559","2.1630","2.1173","64.67K","0.18%"
"28/10/2024","2.1398","2.2109","2.2109","2.1375","67.59K","-4.86%"
"25/10/2024","2.2491","2.2183","2.2631","2.2073","64.77K","1.64%"
"24/10/2024","2.2129","2.2341","2.2688","2.2069","64.80K","-0.82%"
"23/10/2024","2.2311","2.2417","2.2507","2.2126","52.01K","-0.71%"
"22/10/2024","2.2471","2.1899","2.2560","2.1815","57.23K","2.38%"
"21/10/2024","2.1948","2.1644","2.2030","2.1576","50.17K","1.52%"
"18/10/2024","2.1620","2.2011","2.2174","2.1569","54.25K","-1.94%"
"17/10/2024","2.2047","2.1902","2.2108","2.1678","47.47K","0.79%"
"16/10/2024","2.1874","2.2082","2.2145","2.1682","39.77K","-0.57%"
"15/10/2024","2.1999","2.2294","2.2445","2.1828","53.56K","-3.82%"
"14/10/2024","2.2873","2.3475","2.3475","2.2344","48.05K","-2.88%"
"11/10/2024","2.3552","2.3575","2.3739","2.3236","38.33K","-0.27%"
"10/10/2024","2.3616","2.2926","2.3700","2.2894","45.26K","3.26%"
"09/10/2024","2.2870","2.3215","2.3298","2.2526","47.23K","-1.00%"
"08/10/2024","2.3101","2.4090","2.4262","2.2830","55.47K","-4.01%"
"07/10/2024","2.4066","2.3305","2.4120","2.3152","53.90K","3.48%"
"04/10/2024","2.3256","2.3150","2.3614","2.3021","64.33K","0.89%"
"03/10/2024","2.3050","2.2167","2.3166","2.1989","57.31K","4.94%"
"02/10/2024","2.1964","2.2120","2.2664","2.1909","45.11K","0.43%"
"01/10/2024","2.1869","2.1650","2.2416","2.1114","66.20K","1.51%"
"30/09/2024","2.1544","2.1670","2.1879","2.1367","60.69K","0.14%"
"27/09/2024","2.1513","2.1515","2.1731","2.1196","66.76K","-0.07%"
"26/09/2024","2.1529","2.1769","2.1886","2.1142","66.09K","-1.10%"
"25/09/2024","2.1769","2.2040","2.2107","2.1654","66.64K","-1.01%"
"24/09/2024","2.1991","2.1745","2.2145","2.1665","69.75K","1.78%"
"23/09/2024","2.1606","2.1852","2.1992","2.1322","70.22K","-0.59%"
"20/09/2024","2.1735","2.1848","2.1900","2.1623","42.74K","-0.41%"
"19/09/2024","2.1824","2.1428","2.1946","2.1403","48.34K","1.09%"
"18/09/2024","2.1588","2.1555","2.1707","2.1179","63.88K","0.42%"
"17/09/2024","2.1497","2.1169","2.1633","2.0958","50.86K","1.81%"
"16/09/2024","2.1115","2.1024","2.1302","2.0847","47.72K","0.50%"
"13/09/2024","2.1009","2.1450","2.1555","2.0980","43.57K","-1.55%"
"12/09/2024","2.1340","2.1070","2.1599","2.0974","46.03K","1.36%"
"11/09/2024","2.1053","2.0855","2.1178","2.0584","52.87K","1.51%"
"10/09/2024","2.0739","2.1650","2.1716","2.0700","41.96K","-3.69%"
"09/09/2024","2.1534","2.1480","2.1803","2.1245","45.34K","0.98%"
"06/09/2024","2.1324","2.1872","2.2040","2.1202","31.26K","-2.39%"
"05/09/2024","2.1846","2.1728","2.2193","2.1717","37.33K","0.43%"
"04/09/2024","2.1752","2.2188","2.2424","2.1679","59.97K","-2.11%"
"03/09/2024","2.2220","2.2956","2.3090","2.2154","44.51K","-2.47%"
"30/08/2024","2.2783","2.3215","2.3490","2.2760","69.16K","-1.48%"
"29/08/2024","2.3126","2.2569","2.3217","2.2436","61.02K","2.46%"
"28/08/2024","2.2571","2.3134","2.3195","2.2553","73.03K","-2.32%"
"27/08/2024","2.3106","2.3668","2.3787","2.3075","75.14K","-2.49%"
"26/08/2024","2.3697","2.3348","2.3863","2.3265","68.44K","2.23%"
"23/08/2024","2.3181","2.2851","2.3334","2.2809","58.85K","1.73%"
"22/08/2024","2.2787","2.2642","2.2916","2.2497","55.32K","0.65%"
"21/08/2024","2.2640","2.2939","2.3221","2.2543","74.00K","-0.69%"
"20/08/2024","2.2797","2.2855","2.3052","2.2500","71.32K","-0.14%"
"19/08/2024","2.2828","2.3463","2.3510","2.2795","63.10K","-2.72%"
"16/08/2024","2.3466","2.3923","2.3933","2.3316","47.33K","-2.10%"
"15/08/2024","2.3969","2.3870","2.4168","2.3832","57.22K","0.39%"
"14/08/2024","2.3877","2.4177","2.4304","2.3846","52.67K","-0.97%"
"13/08/2024","2.4110","2.4217","2.4364","2.4067","42.49K","-0.72%"
"12/08/2024","2.4285","2.3631","2.4324","2.3590","37.07K","2.86%"
"09/08/2024","2.3609","2.3775","2.3909","2.3545","39.91K","-0.70%"
"08/08/2024","2.3776","2.3709","2.3831","2.3469","40.48K","0.25%"
"07/08/2024","2.3717","2.3107","2.3817","2.3021","37.10K","2.56%"
"06/08/2024","2.3124","2.3450","2.3572","2.2967","35.61K","-0.16%"
"05/08/2024","2.3161","2.3519","2.3571","2.2843","41.04K","-0.86%"
"02/08/2024","2.3362","2.4398","2.4441","2.3310","29.01K","-3.57%"
"01/08/2024","2.4228","2.4727","2.4824","2.4194","30.07K","-0.64%"
"31/07/2024","2.4383","2.3719","2.4558","2.3672","68.03K","3.37%"
"30/07/2024","2.3587","2.3956","2.3956","2.3531","70.13K","-1.45%"
"29/07/2024","2.3935","2.4460","2.4575","2.3848","70.94K","-1.81%"
"26/07/2024","2.4376","2.4901","2.4958","2.4192","84.62K","-2.03%"
"25/07/2024","2.4881","2.4623","2.4931","2.4205","59.24K","0.77%"
"24/07/2024","2.4690","2.4414","2.4762","2.4308","62.93K","1.73%"
"23/07/2024","2.4271","2.4503","2.4679","2.4152","55.79K","-1.05%"
"22/07/2024","2.4529","2.4430","2.4561","2.4148","52.58K","0.65%"
"19/07/2024","2.4370","2.4935","2.5185","2.4351","54.00K","-2.65%"
"18/07/2024","2.5033","2.5130","2.5315","2.4800","46.73K","-0.27%"
"17/07/2024","2.5102","2.4810","2.5192","2.4682","45.48K","1.05%"
"16/07/2024","2.4842","2.5273","2.5293","2.4746","53.04K","-1.73%"
"15/07/2024","2.5279","2.5237","2.5420","2.5025","51.23K","0.04%"
"12/07/2024","2.5269","2.5408","2.5667","2.5233","42.30K","-0.35%"
"11/07/2024","2.5358","2.5396","2.5586","2.5208","40.99K","0.06%"
"10/07/2024","2.5343","2.5475","2.5534","2.5149","55.91K","-0.30%"
"09/07/2024","2.5418","2.5873","2.6009","2.5384","56.00K","-1.97%"
"08/07/2024","2.5928","2.6248","2.6248","2.5805","33.31K","-0.91%"
"05/07/2024","2.6166","2.6424","2.6602","2.6116","41.02K","-0.32%"
"04/07/2024","2.6250","2.6269","2.6330","2.6002","","-0.87%"
"03/07/2024","2.6480","2.6440","2.6496","2.6085","38.72K","0.25%"
"02/07/2024","2.6415","2.6259","2.6696","2.6241","59.70K","0.60%"
"01/07/2024","2.6258","2.5575","2.6311","2.5554","44.76K","3.66%"
"28/06/2024","2.5331","2.5629","2.5965","2.5285","62.74K","-1.16%"
"27/06/2024","2.5629","2.5508","2.6005","2.5433","61.35K","0.39%"
"26/06/2024","2.5530","2.5281","2.5738","2.5250","63.34K","1.05%"
"25/06/2024","2.5264","2.5418","2.5560","2.5199","53.80K","-0.47%"
"24/06/2024","2.5383","2.5040","2.5437","2.4902","56.44K","1.12%"
"21/06/2024","2.5101","2.5419","2.5602","2.5027","63.22K","-1.13%"
"20/06/2024","2.5387","2.5441","2.5644","2.5317","68.78K","0.00%"
"19/06/2024","2.5387","2.5271","2.5498","2.5164","","0.11%"
"18/06/2024","2.5358","2.5107","2.5461","2.4834","63.52K","1.50%"
"17/06/2024","2.4983","2.4839","2.5111","2.4714","60.86K","0.58%"
"14/06/2024","2.4839","2.4919","2.5445","2.4818","72.33K","-0.51%"
"13/06/2024","2.4967","2.4511","2.4992","2.4388","57.17K","1.69%"
"12/06/2024","2.4553","2.4479","2.4841","2.4377","53.09K","0.76%"
"11/06/2024","2.4368","2.4400","2.4571","2.4138","40.34K","0.31%"
"10/06/2024","2.4293","2.3731","2.4396","2.3727","37.35K","2.57%"
"07/06/2024","2.3684","2.3783","2.3905","2.3624","26.09K","-0.24%"
"06/06/2024","2.3741","2.3300","2.3770","2.3208","32.45K","2.34%"
"05/06/2024","2.3198","2.3016","2.3317","2.2983","47.64K","0.62%"
"04/06/2024","2.3054","2.3145","2.3191","2.2817","52.83K","-0.71%"
"03/06/2024","2.3218","2.4030","2.4201","2.3116","60.46K","-2.62%"
"31/05/2024","2.3842","2.3876","2.4129","2.3707","57.32K","-0.31%"
"30/05/2024","2.3917","2.4528","2.4550","2.3872","73.30K","-2.61%"
"29/05/2024","2.4559","2.4975","2.5124","2.4486","71.40K","-1.10%"
"28/05/2024","2.4833","2.4372","2.4973","2.4300","75.96K","1.32%"
"27/05/2024","2.4510","2.4361","2.4660","2.4302","","0.63%"
"26/05/2024","2.4356","2.4338","2.4366","2.4330","","0.20%"
"24/05/2024","2.4308","2.4334","2.4472","2.4070","52.04K","0.08%"
"23/05/2024","2.4288","2.4421","2.4853","2.4177","66.12K","-0.72%"
"22/05/2024","2.4463","2.4755","2.4803","2.4375","46.78K","-1.29%"
"21/05/2024","2.4783","2.4965","2.5007","2.4597","44.83K","-0.99%"
"20/05/2024","2.5031","2.5070","2.5197","2.4747","50.09K","0.08%"
"17/05/2024","2.5012","2.4680","2.5066","2.4661","54.19K","1.69%"
"16/05/2024","2.4596","2.4428","2.4708","2.4335","36.68K","0.88%"
"15/05/2024","2.4381","2.4440","2.4547","2.3930","39.90K","0.15%"
"14/05/2024","2.4345","2.4544","2.4623","2.4179","38.83K","-0.76%"
"13/05/2024","2.4531","2.4447","2.4817","2.4385","38.80K","0.13%"
"10/05/2024","2.4498","2.4975","2.5140","2.4465","32.08K","-1.64%"
"09/05/2024","2.4907","2.4885","2.5211","2.4835","31.93K","0.11%"
"08/05/2024","2.4879","2.4745","2.4993","2.4407","39.44K","0.36%"
"07/05/2024","2.4790","2.4800","2.4948","2.4413","31.25K","0.21%"
"06/05/2024","2.4739","2.4550","2.4889","2.4476","26.76K","0.69%"
"03/05/2024","2.4570","2.4643","2.4752","2.4450","29.27K","-0.02%"
"02/05/2024","2.4576","2.4709","2.4884","2.4379","38.50K","-0.30%"
"01/05/2024","2.4651","2.5241","2.5415","2.4598","38.33K","-2.47%"
"30/04/2024","2.5276","2.5554","2.5715","2.4899","60.74K","-0.72%"
"29/04/2024","2.5460","2.5603","2.5828","2.5405","57.48K","-0.57%"
"26/04/2024","2.5607","2.5692","2.5959","2.5570","60.43K","0.01%"
"25/04/2024","2.5604","2.5643","2.5840","2.5279","63.80K","0.03%"
"24/04/2024","2.5597","2.5817","2.5930","2.5447","57.01K","-1.02%"
"23/04/2024","2.5860","2.5767","2.5950","2.5309","66.03K","0.70%"
"22/04/2024","2.5679","2.5498","2.5770","2.5123","51.64K","0.68%"
"19/04/2024","2.5506","2.5426","2.6540","2.5226","70.77K","0.33%"
"18/04/2024","2.5422","2.5845","2.5926","2.5350","59.86K","-1.50%"
"17/04/2024","2.5809","2.6581","2.6643","2.5702","62.30K","-2.89%"
"16/04/2024","2.6578","2.6651","2.6799","2.6327","51.60K","-0.01%"
"15/04/2024","2.6580","2.6960","2.7074","2.6198","41.47K","-0.99%"
"12/04/2024","2.6846","2.6728","2.7333","2.6683","40.65K","0.83%"
"11/04/2024","2.6624","2.7100","2.7202","2.6532","55.66K","-1.53%"
"10/04/2024","2.7038","2.6748","2.7135","2.6542","55.17K","1.04%"
"09/04/2024","2.6759","2.7233","2.7368","2.6723","46.15K","-1.68%"
"08/04/2024","2.7217","2.7440","2.7445","2.6905","38.61K","-1.48%"
"05/04/2024","2.7625","2.7452","2.7827","2.7401","43.07K","1.03%"
"04/04/2024","2.7343","2.7260","2.7535","2.6881","33.79K","0.40%"
"03/04/2024","2.7233","2.7192","2.7597","2.7075","52.34K","0.68%"
"02/04/2024","2.7050","2.6420","2.7186","2.6339","55.41K","3.02%"
"01/04/2024","2.6258","2.6189","2.6372","2.5804","31.16K","0.12%"
"28/03/2024","2.6227","2.6047","2.6307","2.5847","60.83K","0.78%"
"27/03/2024","2.6025","2.6046","2.6136","2.5809","63.55K","-0.51%"
"26/03/2024","2.6159","2.6700","2.6729","2.6030","80.31K","-1.81%"
"25/03/2024","2.6642","2.6385","2.6911","2.6371","58.97K","0.97%"
"22/03/2024","2.6385","2.6423","2.6708","2.6316","58.59K","-0.49%"
"21/03/2024","2.6516","2.6749","2.6855","2.6204","61.38K","-0.89%"
"20/03/2024","2.6754","2.7302","2.7378","2.6561","70.20K","-2.31%"
"19/03/2024","2.7386","2.7489","2.7540","2.7279","48.71K","-0.84%"
"18/03/2024","2.7617","2.6960","2.7666","2.6951","64.95K","2.44%"
"15/03/2024","2.6958","2.6880","2.7067","2.6543","55.13K","0.38%"
"14/03/2024","2.6857","2.6640","2.6941","2.6570","52.57K","1.14%"
"13/03/2024","2.6555","2.5962","2.6670","2.5914","59.33K","2.75%"
"12/03/2024","2.5845","2.6069","2.6300","2.5717","55.94K","-0.83%"
"11/03/2024","2.6061","2.5730","2.6180","2.5483","44.34K","0.64%"
"08/03/2024","2.5895","2.6373","2.6602","2.5697","41.44K","-1.65%"
"07/03/2024","2.6329","2.6044","2.6515","2.5910","48.74K","0.82%"
"06/03/2024","2.6115","2.5578","2.6300","2.5522","40.93K","1.93%"
"05/03/2024","2.5621","2.5940","2.6116","2.5559","32.15K","-1.35%"
"04/03/2024","2.5972","2.6421","2.6482","2.5845","38.38K","-1.66%"
"01/03/2024","2.6410","2.5943","2.6600","2.5897","37.53K","-0.34%"
"29/02/2024","2.6499","2.6165","2.6750","2.5845","84.58K","0.91%"
"28/02/2024","2.6260","2.6882","2.7015","2.6081","96.31K","-2.66%"
"27/02/2024","2.6977","2.7160","2.7287","2.6816","57.61K","-0.35%"
"26/02/2024","2.7073","2.6400","2.7177","2.6166","66.84K","2.51%"
"23/02/2024","2.6411","2.6987","2.7045","2.6237","75.82K","-2.30%"
"22/02/2024","2.7033","2.6752","2.7090","2.6238","74.00K","1.56%"
"21/02/2024","2.6619","2.6859","2.6888","2.6411","69.66K","-0.63%"
"20/02/2024","2.6787","2.7491","2.7616","2.6748","73.72K","-4.84%"
"19/02/2024","2.8148","2.7946","2.8221","2.7601","","2.28%"
"16/02/2024","2.7521","2.7626","2.7659","2.7014","72.25K","-0.47%"
"15/02/2024","2.7650","2.7472","2.8002","2.7202","70.83K","0.37%"
"14/02/2024","2.7547","2.8305","2.8400","2.7449","74.99K","-2.61%"
"13/02/2024","2.8285","2.8544","2.8784","2.8122","57.79K","-0.32%"
"12/02/2024","2.8377","2.8591","2.8591","2.8123","48.42K","-1.17%"
"09/02/2024","2.8713","2.8168","2.8814","2.7989","70.22K","2.01%"
"08/02/2024","2.8147","2.7496","2.8201","2.7317","58.41K","2.63%"
"07/02/2024","2.7425","2.6931","2.7513","2.6836","55.75K","2.36%"
"06/02/2024","2.6794","2.6648","2.6976","2.6505","41.60K","0.73%"
"05/02/2024","2.6599","2.6237","2.6667","2.6028","36.24K","2.16%"
"02/02/2024","2.6037","2.6606","2.6771","2.5847","49.97K","-1.96%"
"01/02/2024","2.6558","2.7316","2.7531","2.6319","74.23K","-4.65%"
"31/01/2024","2.7852","2.7771","2.8111","2.7523","68.22K","0.31%"
"30/01/2024","2.7766","2.8036","2.8164","2.7275","65.46K","-0.72%"
"29/01/2024","2.7966","2.8390","2.8557","2.7734","74.78K","-0.32%"
"26/01/2024","2.8057","2.7606","2.8320","2.7118","92.82K","1.45%"
"25/01/2024","2.7655","2.6612","2.7695","2.6610","86.95K","4.15%"
"24/01/2024","2.6554","2.6681","2.6896","2.6366","65.60K","-0.30%"
"23/01/2024","2.6634","2.6679","2.6871","2.6225","57.77K","-0.01%"
"22/01/2024","2.6637","2.6355","2.6818","2.6030","63.74K","1.37%"
"19/01/2024","2.6278","2.6475","2.6818","2.6225","57.31K","-0.82%"
"18/01/2024","2.6496","2.6075","2.6542","2.5891","50.19K","1.51%"
"17/01/2024","2.6103","2.6058","2.6152","2.5668","56.54K","-0.11%"
"16/01/2024","2.6131","2.6150","2.6718","2.5700","97.30K","-1.77%"
"15/01/2024","2.6603","2.6613","2.6756","2.6155","","-0.03%"
"14/01/2024","2.6612","2.6592","2.6614","2.6532","","1.75%"
"12/01/2024","2.6155","2.6324","2.7190","2.6126","68.69K","0.04%"
"11/01/2024","2.6144","2.5560","2.6433","2.5515","58.87K","2.37%"
"10/01/2024","2.5538","2.5927","2.6428","2.5449","63.56K","-1.79%"
"09/01/2024","2.6004","2.5498","2.6226","2.5397","65.10K","2.52%"
"08/01/2024","2.5365","2.5869","2.5940","2.4938","43.74K","-1.53%"
"05/01/2024","2.5759","2.5511","2.5881","2.5504","34.58K","0.88%"
"04/01/2024","2.5535","2.5692","2.5918","2.5233","41.96K","-0.64%"
"03/01/2024","2.5699","2.4967","2.5883","2.4740","36.02K","3.09%"
"02/01/2024","2.4929","2.5363","2.5594","2.4793","33.59K","-2.70%"
"01/01/2024","2.5620","2.5720","2.5732","2.5591","","1.31%"
"29/12/2023","2.5289","2.5425","2.5800","2.5170","56.69K","-0.45%"
"28/12/2023","2.5403","2.5985","2.6140","2.5336","53.56K","-2.39%"
"27/12/2023","2.6025","2.6401","2.6667","2.5987","44.21K","-1.67%"
"26/12/2023","2.6467","2.6284","2.7036","2.6210","47.79K","0.57%"
"25/12/2023","2.6317","2.6242","2.6330","2.6242","","-0.16%"
"22/12/2023","2.6358","2.6770","2.7025","2.6269","44.73K","-1.29%"
"21/12/2023","2.6702","2.6690","2.6898","2.6347","37.30K","-0.52%"
"20/12/2023","2.6842","2.7003","2.7376","2.6695","50.15K","-0.19%"
"19/12/2023","2.6894","2.6583","2.7034","2.6277","44.69K","1.45%"
"18/12/2023","2.6509","2.6066","2.7037","2.5838","49.88K","2.07%"
"15/12/2023","2.5971","2.5726","2.6280","2.5557","51.53K","1.18%"
"14/12/2023","2.5669","2.5302","2.5885","2.5300","36.80K","1.76%"
"13/12/2023","2.5226","2.4895","2.5401","2.4595","38.22K","1.71%"
"12/12/2023","2.4803","2.5776","2.5983","2.4735","42.36K","-3.82%"
"11/12/2023","2.5789","2.5494","2.5909","2.5333","42.65K","1.10%"
"08/12/2023","2.5508","2.5350","2.5841","2.5258","32.90K","1.30%"
"07/12/2023","2.5181","2.5385","2.5801","2.5162","40.83K","-0.77%"
"06/12/2023","2.5377","2.5950","2.6186","2.5237","35.91K","-2.58%"
"05/12/2023","2.6048","2.6284","2.6678","2.5933","32.06K","-0.79%"
"04/12/2023","2.6256","2.6416","2.6713","2.6035","31.16K","-0.16%"
"01/12/2023","2.6298","2.7034","2.7250","2.6283","36.03K","-4.52%"
"30/11/2023","2.7542","2.8048","2.8722","2.7144","62.14K","-1.94%"
"29/11/2023","2.8087","2.7941","2.8273","2.7350","77.88K","-0.28%"
"28/11/2023","2.8165","2.7542","2.8344","2.7483","61.09K","2.30%"
"27/11/2023","2.7532","2.7495","2.7967","2.7233","54.77K","-0.33%"
"24/11/2023","2.7623","2.7949","2.8273","2.7440","36.23K","-3.65%"
"23/11/2023","2.8670","2.8708","2.9023","2.8445","","2.23%"
